"permutations";"#UUIDs";"#classes";"#clone_configs"
"7_12_6_14_16_3_4_10_15_1_8_13_5_2_11_9";"11254";"5";"114"
"14_13_4_7_1_2_16_6_8_3_9_5_11_10_15_12";"11301";"5";"114"
"8_12_3_16_2_9_7_10_6_14_5_15_13_1_11_4";"11245";"5";"114"
"13_8_7_11_12_2_5_10_4_15_14_6_16_1_9_3";"11286";"5";"114"
"14_11_16_7_8_15_13_4_3_12_10_5_6_2_1_9";"11289";"5";"114"
"16_14_2_5_3_6_10_1_9_11_13_8_7_12_4_15";"11225";"5";"114"
"4_15_3_8_11_9_7_10_13_16_6_2_12_1_5_14";"11258";"5";"114"
"4_16_2_8_15_6_1_9_7_14_5_11_10_13_3_12";"11247";"5";"114"
"5_4_13_2_11_10_9_1_3_12_8_7_6_14_16_15";"11443";"5";"114"
"5_3_16_12_15_7_2_8_10_9_14_11_13_4_6_1";"11257";"5";"114"
"2_15_12_9_8_4_7_1_3_6_5_14_13_11_10_16";"11196";"5";"114"
"4_12_13_6_15_5_14_10_3_11_1_9_8_7_2_16";"11275";"5";"114"
"4_11_13_7_6_5_3_12_1_2_16_14_15_8_9_10";"11256";"5";"114"
"3_5_8_12_14_6_2_9_11_7_1_16_13_4_10_15";"11253";"5";"114"
"3_2_8_16_7_15_6_4_11_13_1_5_10_12_14_9";"11490";"5";"114"
"6_3_7_14_11_16_1_13_12_8_4_10_9_15_5_2";"11238";"5";"114"
"7_6_1_10_5_16_9_11_2_13_8_4_3_14_12_15";"11258";"5";"114"
"15_7_8_9_1_11_3_16_4_12_6_5_13_2_10_14";"11221";"5";"114"
"5_1_3_4_11_15_8_14_2_16_13_10_7_6_9_12";"11227";"5";"114"
"12_15_11_9_6_2_10_7_13_3_5_1_4_14_8_16";"11230";"5";"114"
"16_8_3_4_2_6_12_1_5_15_13_11_14_10_9_7";"11240";"5";"114"
"4_6_10_9_2_5_1_13_8_16_3_12_11_14_15_7";"11400";"6";"114"
